Source,Title,Date,Author,Link,Extract
GDELT,"Zdravila za hujšanje delujejo , a po prenehanju jemanja prihaja do težav ( Raziskava ) ",2024-01-01,aktivni.metropolitan.si,https://aktivni.metropolitan.si/zdravje/zdravila-za-hujsanje-delujejo-a-po-prenehanju-jemanja-prihaja-do-tezav/,"Zdravila za hujšanje delujejo , a po prenehanju jemanja prihaja do težav ( Raziskava ) "
GDELT, [ 2024 신년호 ] 푸른용  이 여의주를 물고 하늘로 … 갑진년 달리는 CEO들,2024-01-01,m.metroseoul.co.kr,https://m.metroseoul.co.kr:443/article/20240101500291, [ 2024 신년호 ] 푸른용  이 여의주를 물고 하늘로 … 갑진년 달리는 CEO들
GDELT,四季報ランキング⑤ ｢ 赤字だが大幅増収 ｣ 50社,2024-01-01,toyokeizai.net,https://toyokeizai.net/articles/-/723275,四季報ランキング⑤ ｢ 赤字だが大幅増収 ｣ 50社
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,braidwoodtimes.com.au,https://www.braidwoodtimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2971,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,mailtimes.com.au,https://www.mailtimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2669,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,easternriverinachronicle.com.au,https://www.easternriverinachronicle.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=6372,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,easternriverinachronicle.com.au,https://www.easternriverinachronicle.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=635,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,easternriverinachronicle.com.au,https://www.easternriverinachronicle.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=633,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,wellingtontimes.com.au,https://www.wellingtontimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13500,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,southernhighlandnews.com.au,https://www.southernhighlandnews.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13408,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,Iovance cell therapy trial hit with FDA hold after patient death,2024-01-01,fiercebiotech.com,https://www.fiercebiotech.com/biotech/after-patient-death-fda-slaps-clinical-hold-iovances-nsclc-cell-therapy-trial,Iovance cell therapy trial hit with FDA hold after patient death
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,yasstribune.com.au,https://www.yasstribune.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13409,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,juneesoutherncross.com.au,https://www.juneesoutherncross.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=1757,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,singletonargus.com.au,https://www.singletonargus.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2705,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bluemountainsgazette.com.au,https://www.bluemountainsgazette.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2696,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,katherinetimes.com.au,https://www.katherinetimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,katherinetimes.com.au,https://www.katherinetimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13402,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bluemountainsgazette.com.au,https://www.bluemountainsgazette.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=1936,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,northweststar.com.au,https://www.northweststar.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2647,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,katherinetimes.com.au,https://www.katherinetimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2714,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,queanbeyanage.com.au,https://www.queanbeyanage.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2775,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,northweststar.com.au,https://www.northweststar.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13400,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bluemountainsgazette.com.au,https://www.bluemountainsgazette.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=30776,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,Short Interest in Sartorius Stedim Biotech S . A . ( OTCMKTS : SDMHF ) Increases By 22 . 9 % ,2024-01-01,tickerreport.com,https://www.tickerreport.com/banking-finance/11515858/short-interest-in-sartorius-stedim-biotech-s-a-otcmktssdmhf-increases-by-22-9.html,Short Interest in Sartorius Stedim Biotech S . A . ( OTCMKTS : SDMHF ) Increases By 22 . 9 % 
GDELT,"Share Market NSE BSE Gainers Update Today | वर्षाच्या पहिल्या दिवशी सेन्सेक्स 72 , 561 आणि निफ्टी 21 , 834 वर पोहचला : व्होडाफोन - आयडिया 2 दिवसात 23 % वाढले ; जाणून घ्या आजचे टॉप 10 गेनर्स",2024-01-01,divyamarathi.bhaskar.com,https://divyamarathi.bhaskar.com/business/news/share-market-nse-bse-gainers-update-today-132377588.html,"Share Market NSE BSE Gainers Update Today | वर्षाच्या पहिल्या दिवशी सेन्सेक्स 72 , 561 आणि निफ्टी 21 , 834 वर पोहचला : व्होडाफोन - आयडिया 2 दिवसात 23 % वाढले ; जाणून घ्या आजचे टॉप 10 गेनर्स"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,sconeadvocate.com.au,https://www.sconeadvocate.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=7732,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bunburymail.com.au,https://www.bunburymail.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2723,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,sconeadvocate.com.au,https://www.sconeadvocate.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2941,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bunburymail.com.au,https://www.bunburymail.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,muswellbrookchronicle.com.au,https://www.muswellbrookchronicle.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=1991,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,centralwesterndaily.com.au,https://www.centralwesterndaily.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,begadistrictnews.com.au,https://www.begadistrictnews.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=32495,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,muswellbrookchronicle.com.au,https://www.muswellbrookchronicle.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2829,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,bunburymail.com.au,https://www.bunburymail.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=30776,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,begadistrictnews.com.au,https://www.begadistrictnews.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=513,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,manningrivertimes.com.au,https://www.manningrivertimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=9397,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,manningrivertimes.com.au,https://www.manningrivertimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2681,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,canberratimes.com.au,https://www.canberratimes.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=14258,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,hawkesburygazette.com.au,https://www.hawkesburygazette.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=30776,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,hawkesburygazette.com.au,https://www.hawkesburygazette.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2729,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,standard.net.au,https://www.standard.net.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,standard.net.au,https://www.standard.net.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=2611,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,"Switching off from work has never been harder , or more necessary . Here how to do it",2024-01-01,goulburnpost.com.au,https://www.goulburnpost.com.au/story/8473439/switching-off-from-work-has-never-been-harder-or-more-necessary-heres-how-to-do-it/?cs=13410,"Switching off from work has never been harder , or more necessary . Here how to do it"
GDELT,Sześć portfeli funduszy na 2024 r . ,2024-01-01,pb.pl,https://www.pb.pl/szesc-portfeli-funduszy-na-2024-r-1204499,Sześć portfeli funduszy na 2024 r . 
GDELT,"Can Biotech Industry Hit $150B by Leveraging Technology , Innovation & Startups ? ",2024-01-01,biospectrumindia.com,https://www.biospectrumindia.com/features/96/24010/can-biotech-industry-hit-150b-by-leveraging-technology-innovation-startups-.html,"Can Biotech Industry Hit $150B by Leveraging Technology , Innovation & Startups ? "
GDELT,Could  influencer capital  reshape corporate boards ? - The Hindu BusinessLine,2024-01-01,thehindubusinessline.com,https://www.thehindubusinessline.com/opinion/could-influencer-capital-reshape-corporate-boards/article67696151.ece,Could  influencer capital  reshape corporate boards ? - The Hindu BusinessLine
GDELT,How to keep dual - language programs from being gentrified by English speaking families,2024-01-01,tucsonsentinel.com,https://www.tucsonsentinel.com/nationworld/report/010124_dual_language_speakers/how-keep-dual-language-programs-from-being-gentrified-by-english-speaking-families/,How to keep dual - language programs from being gentrified by English speaking families
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa Caucuses  ",2024-01-01,news.yahoo.com,https://news.yahoo.com/years-eve-desantis-urges-crowd-165146117.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa Caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds ... ",2024-01-01,dailymail.co.uk,https://www.dailymail.co.uk/news/article-12915793/On-New-Years-Eve-DeSantis-urges-crowd-defy-odds-help-win-Iowa-caucuses.html,"On New Year Eve , DeSantis urges crowd to defy odds ... "
GDELT,Cómo funciona el innovador test diagnóstico del Virus del Papiloma Humano creado por científicas argentinas,2024-01-01,infobae.com,https://www.infobae.com/salud/2024/01/01/como-funciona-el-innovador-test-diagnostico-del-virus-del-papiloma-humano-creado-por-cientificas-argentinas/,Cómo funciona el innovador test diagnóstico del Virus del Papiloma Humano creado por científicas argentinas
GDELT,Cuba – 65 years of victories ! ,2024-01-01,cpa.org.au,https://cpa.org.au/statement/2024-2/cuba-65-years-of-victories/,Cuba – 65 years of victories ! 
GDELT,Prediction : These 3 Stocks Will Soar in 2024,2024-01-01,finance.yahoo.com,https://finance.yahoo.com/news/prediction-3-stocks-soar-2024-115000613.html,Prediction : These 3 Stocks Will Soar in 2024
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,aol.com,https://www.aol.com/news/years-eve-desantis-urges-crowd-044302315.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,A look at projects around the county / corridor,2024-01-01,280living.com,https://280living.com/news/a-look-at-projects-around-the-countycorridor/,A look at projects around the county / corridor
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuse – Metro US",2024-01-01,metro.us,https://www.metro.us/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuse – Metro US"
GDELT,Head - To - Head Comparison : Repligen ( NASDAQ : RGEN ) & PharmaCyte Biotech ( OTCMKTS : PMCBD ) ,2024-01-01,wkrb13.com,https://www.wkrb13.com/2024/01/01/head-to-head-comparison-repligen-nasdaqrgen-pharmacyte-biotech-otcmktspmcbd.html,Head - To - Head Comparison : Repligen ( NASDAQ : RGEN ) & PharmaCyte Biotech ( OTCMKTS : PMCBD ) 
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,morningsun.net,"http://www.morningsun.net/stories/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses,107354","On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,Ausblick 2024 : Was auf die Heidelberger im neuen Jahr zukommt - Heidelberg - Nachrichten und Aktuelles,2024-01-01,rnz.de,"https://www.rnz.de/region/heidelberg_artikel,-Ausblick-2024-Was-auf-die-Heidelberger-im-neuen-Jahr-zukommt-_arid,1254098.html",Ausblick 2024 : Was auf die Heidelberger im neuen Jahr zukommt - Heidelberg - Nachrichten und Aktuelles
GDELT,Election 2024 : DeSantis urges crowd to help him win Iowa caucuses,2024-01-01,apnews.com,https://apnews.com/article/desantis-trump-haley-iowa-republican-66e7f7d8399965fe08689b8625ba07c4,Election 2024 : DeSantis urges crowd to help him win Iowa caucuses
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,kob.com,https://www.kob.com/politics-news/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,krmg.com,https://www.krmg.com/news/politics/new-years-eve/5ERLBGQWAPCEJ2TDMQBVTG4J7A/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,mankatofreepress.com,https://www.mankatofreepress.com/news/state_national_news/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_00f52aa4-6543-50ab-a42c-38f93cf84e02.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,stamfordadvocate.com,https://www.stamfordadvocate.com/news/politics/article/on-new-year-s-eve-desantis-urges-crowd-to-defy-18583377.php,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,ottumwacourier.com,https://www.ottumwacourier.com/news/state_news/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_3ff9a4c8-3d6e-5beb-9b14-676180afe574.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,timesunion.com,https://www.timesunion.com/news/politics/article/on-new-year-s-eve-desantis-urges-crowd-to-defy-18583377.php,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,2news.com,https://www.2news.com/news/national/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_3ea79e27-dc46-545e-8c34-632b620ccd0f.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,startribune.com,https://www.startribune.com/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/600331661/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,gjsentinel.com,https://www.gjsentinel.com/news/us/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_3f1a2e67-2b4f-5a80-bf4a-511db0f20afc.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,local10.com,https://www.local10.com/news/politics/2024/01/01/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,abcnews.go.com,https://abcnews.go.com/US/wireStory/new-years-eve-desantis-urges-crowd-defy-odds-106028184,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,ksat.com,https://www.ksat.com/news/politics/2024/01/01/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,chron.com,https://www.chron.com/news/politics/article/on-new-year-s-eve-desantis-urges-crowd-to-defy-18583377.php,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,The big developments that will change the face of Manchester in 2024,2024-01-01,manchestereveningnews.co.uk,https://www.manchestereveningnews.co.uk/news/greater-manchester-news/big-developments-change-face-manchester-28324821,The big developments that will change the face of Manchester in 2024
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,ivpressonline.com,https://www.ivpressonline.com/news/nation/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_35d44cad-55ed-5545-8c4d-aba2d6bb6255.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"Mersana Therapeutics , Inc . ( NASDAQ : MRSN ) Sees Large Decline in Short Interest",2024-01-01,etfdailynews.com,https://www.etfdailynews.com/2024/01/01/mersana-therapeutics-inc-nasdaqmrsn-sees-large-decline-in-short-interest/,"Mersana Therapeutics , Inc . ( NASDAQ : MRSN ) Sees Large Decline in Short Interest"
GDELT,"Mersana Therapeutics , Inc . ( NASDAQ : MRSN ) Short Interest Update",2024-01-01,modernreaders.com,https://www.modernreaders.com/news/2024/01/01/mersana-therapeutics-inc-nasdaqmrsn-short-interest-update.html,"Mersana Therapeutics , Inc . ( NASDAQ : MRSN ) Short Interest Update"
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,clickorlando.com,https://www.clickorlando.com/news/politics/2024/01/01/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,toronto.citynews.ca,https://toronto.citynews.ca/2023/12/31/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,whec.com,https://www.whec.com/national-world/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses/,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,wfmz.com,https://www.wfmz.com/news/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the/article_61fb1049-140a-5be7-aaef-e20bbfb47650.html,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,ctpost.com,https://www.ctpost.com/news/politics/article/on-new-year-s-eve-desantis-urges-crowd-to-defy-18583377.php,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-12-31/on-new-years-eve-desantis-urges-crowd-to-defy-odds-and-help-him-win-the-iowa-caucuses,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  ",2024-01-01,sfgate.com,https://www.sfgate.com/news/politics/article/on-new-year-s-eve-desantis-urges-crowd-to-defy-18583377.php,"On New Year Eve , DeSantis urges crowd to defy odds and help him  win the Iowa caucuses  "
GDELT,newratings . de,2024-01-01,newratings.de,https://www.newratings.de/du/main/company_headline.m?nid=16457673,newratings . de
GDELT,"Ten business trends for 2024 , and forecasts for 15 industries",2024-01-01,economist.com,https://www.economist.com/the-world-ahead/2023/11/13/ten-business-trends-for-2024-and-forecasts-for-15-industries,"Ten business trends for 2024 , and forecasts for 15 industries"
GDELT,Francia podría ser condenada por segunda vez por no haber adoptado una legislación sobre biotecnologías,2024-01-01,aquieuropa.com,http://www.aquieuropa.com/noticia/37988-francia-podria-ser-condenada-por-segunda-vez-por-no-haber-adoptado-una-legislacion-sobre-biotecnologias,Francia podría ser condenada por segunda vez por no haber adoptado una legislación sobre biotecnologías
GDELT,Una buena y otra mala,2024-01-01,termometroenlinea.com.mx,https://www.termometroenlinea.com.mx/vernoticiasN.php?artid=111252&cat=1,Una buena y otra mala
GDELT,Una buena y otra mala,2024-01-01,termometroenlinea.com.mx,https://www.termometroenlinea.com.mx/vernoticiasN.php?artid=111252&relacion=termometroenlinea,Una buena y otra mala
GDELT,Una buena y otra mala,2024-01-01,termometroenlinea.com.mx,https://www.termometroenlinea.com.mx/vernoticiasN.php?artid=111252&cat=187,Una buena y otra mala
GDELT,Neuer Novotech - Bericht über metastasierenden Brustkrebs identifiziert weltweit 1 . 000 klinische Studien seit 2018,2023-12-31,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2023-12/61033825-neuer-novotech-bericht-ueber-metastasierenden-brustkrebs-identifiziert-weltweit-1-000-klinische-studien-seit-2018-382.htm,Neuer Novotech - Bericht über metastasierenden Brustkrebs identifiziert weltweit 1 . 000 klinische Studien seit 2018
GDELT,Wheat Grass Juice Powder Market Analysis and Future Prospects for 2030,2023-12-31,pr-inside.com,https://www.pr-inside.com/wheat-grass-juice-powder-market-analysis-and-future-prospects-for-r4972318.htm,Wheat Grass Juice Powder Market Analysis and Future Prospects for 2030
GDELT,How completely switching off from work reduces fatigue and improves mental health,2023-12-31,scroll.in,https://scroll.in/article/1061274/how-completely-switching-off-from-work-reduces-fatigue-and-improves-mental-health,How completely switching off from work reduces fatigue and improves mental health
GDELT,DeSantis Says Hed Pardon Trump :  Already Said That Long Ago  ,2023-12-31,huffpost.com,https://www.huffpost.com/entry/ron-desantis-pardon-donald-trump_n_659109ebe4b0b01d3e40039f,DeSantis Says Hed Pardon Trump :  Already Said That Long Ago  
GDELT,Blockbuster Alzheimer paper retracted by former Stanford president after a decade of resistance,2023-12-31,stanforddaily.com,https://stanforddaily.com/2023/12/31/blockbuster-alzheimers-paper-retracted-by-former-stanford-president-after-a-decade-of-resistance/,Blockbuster Alzheimer paper retracted by former Stanford president after a decade of resistance
